Index,Repository,URL,Stars,Year,Expected_Vuln_Type,Has_HNP_Issue,Total_Findings,File_Path,Line_Number,Problem_Type,Sink_Type,Sink_Function,Exploit_Scenario,Risk_Level,Source_Code,Context,Status
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\admin\edi_qudao.php,101,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\admin\edi_qun.php,94,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\admin\edi_qun.php,94,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\admin\edi_wx.php,92,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\admin\edi_wx.php,92,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_qudao.php,84,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_qudao.php,84,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_qudao.php,86,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_qudao.php,86,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_qun.php,82,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_qun.php,82,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_qun.php,84,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_qun.php,84,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_wx.php,85,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_wx.php,85,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_wx.php,87,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\add_wx.php,87,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\edi_qudao.php,99,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\edi_qudao.php,99,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\edi_qudao.php,101,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\edi_qudao.php,101,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\edi_qun.php,94,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\edi_qun.php,94,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\edi_wx.php,92,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
23,likeyun/WeChat-Group-HuoMa,https://github.com/likeyun/WeChat-Group-HuoMa,416,2020,php_dangerous_url_construction_server_name (No defense),YES,36,temp_likeyun\WeChat-Group-HuoMa\user\edi_wx.php,92,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\JS-плагины №10. Range слайдер для цены\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\JS-плагины №10. Range слайдер для цены\mail.php,66,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\JS-плагины №2. Как сделать валидацию и маску для телефона\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\JS-плагины №2. Как сделать валидацию и маску для телефона\mail.php,50,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\JS-плагины №4. Валидация и отправка формы + отправка файла\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\JS-плагины №4. Валидация и отправка формы + отправка файла\mail.php,41,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\JS-плагины №7. Новое подключение swiper.js через npm\app\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\JS-плагины №7. Новое подключение swiper.js через npm\app\mail.php,50,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\JS-плагины №7. Новое подключение swiper.js через npm\src\resources\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\JS-плагины №7. Новое подключение swiper.js через npm\src\resources\mail.php,50,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\UI-компоненты №4. Корзина товаров на чистом js - отправка\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\UI-компоненты №4. Корзина товаров на чистом js - отправка\mail.php,66,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\UI-компоненты №6. Корзина товаров на чистом js - localStorage\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\UI-компоненты №6. Корзина товаров на чистом js - localStorage\mail.php,66,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\Марафон верстки №1. Mitravel\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\Марафон верстки №1. Mitravel\mail.php,50,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\Марафон верстки №2. Zonex-YouTube\app\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\Марафон верстки №2. Zonex-YouTube\app\mail.php,50,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\Марафон верстки №2. Zonex-YouTube\src\resources\PHPMailer\get_oauth_token.php,28,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
24,maxdenaro/maxgraph-youtube-source,https://github.com/maxdenaro/maxgraph-youtube-source,412,2020,php_dangerous_url_construction_http (No defense),YES,20,temp_maxdenaro\maxgraph-youtube-source\Марафон верстки №2. Zonex-YouTube\src\resources\mail.php,50,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
25,xieqifei/OneindexN,https://github.com/xieqifei/OneindexN,106,2020,php_dangerous_url_construction_http (No defense),YES,9,temp_xieqifei\OneindexN\controller\AdminController.php,206,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
25,xieqifei/OneindexN,https://github.com/xieqifei/OneindexN,106,2020,php_dangerous_url_construction_http (No defense),YES,9,temp_xieqifei\OneindexN\controller\AdminController.php,207,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
25,xieqifei/OneindexN,https://github.com/xieqifei/OneindexN,106,2020,php_dangerous_url_construction_http (No defense),YES,9,temp_xieqifei\OneindexN\controller\CommonController.php,142,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
25,xieqifei/OneindexN,https://github.com/xieqifei/OneindexN,106,2020,php_dangerous_url_construction_http (No defense),YES,9,temp_xieqifei\OneindexN\controller\ImagesController.php,24,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
25,xieqifei/OneindexN,https://github.com/xieqifei/OneindexN,106,2020,php_dangerous_url_construction_http (No defense),YES,9,temp_xieqifei\OneindexN\controller\IndexController.php,177,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
25,xieqifei/OneindexN,https://github.com/xieqifei/OneindexN,106,2020,php_dangerous_url_construction_http (No defense),YES,9,temp_xieqifei\OneindexN\controller\UploadController.php,103,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
25,xieqifei/OneindexN,https://github.com/xieqifei/OneindexN,106,2020,php_dangerous_url_construction_http (No defense),YES,9,temp_xieqifei\OneindexN\init.php,125,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
25,xieqifei/OneindexN,https://github.com/xieqifei/OneindexN,106,2020,php_dangerous_url_construction_http (No defense),YES,9,temp_xieqifei\OneindexN\lib\onedrive.php,20,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
25,xieqifei/OneindexN,https://github.com/xieqifei/OneindexN,106,2020,php_dangerous_url_construction_http (No defense),YES,9,temp_xieqifei\OneindexN\lib\onedrive.php,21,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
26,5ime/API-Admin,https://github.com/5ime/API-Admin,440,2020,php_dangerous_url_construction_server_name (No defense),YES,2,temp_5ime\API-Admin\thinkphp\library\think\log\driver\Socket.php,84,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
26,5ime/API-Admin,https://github.com/5ime/API-Admin,440,2020,php_dangerous_url_construction_server_name (No defense),YES,2,temp_5ime\API-Admin\thinkphp\library\think\log\driver\Socket.php,85,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
27,avedu/oneindex,https://github.com/avedu/oneindex,162,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_avedu\oneindex\controller\AdminController.php,182,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
27,avedu/oneindex,https://github.com/avedu/oneindex,162,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_avedu\oneindex\controller\AdminController.php,183,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
27,avedu/oneindex,https://github.com/avedu/oneindex,162,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_avedu\oneindex\controller\ImagesController.php,24,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
27,avedu/oneindex,https://github.com/avedu/oneindex,162,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_avedu\oneindex\controller\IndexController.php,135,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
27,avedu/oneindex,https://github.com/avedu/oneindex,162,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_avedu\oneindex\controller\UploadController.php,102,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
27,avedu/oneindex,https://github.com/avedu/oneindex,162,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_avedu\oneindex\init.php,126,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
27,avedu/oneindex,https://github.com/avedu/oneindex,162,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_avedu\oneindex\lib\onedrive.php,16,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
27,avedu/oneindex,https://github.com/avedu/oneindex,162,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_avedu\oneindex\lib\onedrive.php,17,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
28,sh377c0d3/Payloads,https://github.com/sh377c0d3/Payloads,909,2020,php_dangerous_url_construction_server_name (No defense),SKIP,0,,,,,,,,,clone_failed
29,nov23e/Oneindex,https://github.com/nov23e/Oneindex,146,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_nov23e\Oneindex\controller\AdminController.php,182,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
29,nov23e/Oneindex,https://github.com/nov23e/Oneindex,146,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_nov23e\Oneindex\controller\AdminController.php,183,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
29,nov23e/Oneindex,https://github.com/nov23e/Oneindex,146,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_nov23e\Oneindex\controller\ImagesController.php,24,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
29,nov23e/Oneindex,https://github.com/nov23e/Oneindex,146,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_nov23e\Oneindex\controller\IndexController.php,135,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
29,nov23e/Oneindex,https://github.com/nov23e/Oneindex,146,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_nov23e\Oneindex\controller\UploadController.php,102,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
29,nov23e/Oneindex,https://github.com/nov23e/Oneindex,146,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_nov23e\Oneindex\init.php,126,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
29,nov23e/Oneindex,https://github.com/nov23e/Oneindex,146,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_nov23e\Oneindex\lib\onedrive.php,16,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
29,nov23e/Oneindex,https://github.com/nov23e/Oneindex,146,2020,php_dangerous_url_construction_http (No defense),YES,8,temp_nov23e\Oneindex\lib\onedrive.php,17,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
30,yz20032004/suishouhui,https://github.com/yz20032004/suishouhui,114,2020,php_dangerous_url_construction_http (No defense),SKIP,0,,,,,,,,,timeout
31,Cristy94/markdown-blog,https://github.com/Cristy94/markdown-blog,103,2020,php_dangerous_url_construction_https (No defense),YES,1,temp_Cristy94\markdown-blog\markdown-blog\postRenderer.php,38,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
32,TheWizWikii/TheWizWikii.github.io,https://github.com/TheWizWikii/TheWizWikii.github.io,148,2020,php_dangerous_url_construction_https (No defense),SKIP,0,,,,,,,,,timeout
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\admin\ajax.php,6,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\admin\set.php,544,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\includes\common.php,14,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\includes\functions.php,401,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\includes\functions.php,401,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\includes\functions.php,401,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
33,Blokura/Epay,https://github.com/Blokura/Epay,245,2020,php_dangerous_url_construction_http (No defense),YES,32,temp_Blokura\Epay\install\index.php,75,Unknown,Unknown_Sink,Unknown,需要进一步分析具体的利用场景,LOW,无法获取,无法获取,success
